Rule No #,Path,Terminologi Used,Deskripsi Error,Last Update,Version,,
10925,PractitionerRole.identifier.use,http://hl7.org/fhir/identifier-use,Nilai pada elemen PractitionerRole.identifier.use harus sesuai dengan sistem http://hl7.org/fhir/identifier-use.,10 Desember 2025,v2.0,,
10926,PractitionerRole.identifier.value,Tipe data string,Nilai pada elemen PractitionerRole.identifier.value harus berupa tipe data string.,10 Desember 2025,v2.0,,
10932,PractitionerRole.organization,Reference ke resource Organization (ID SATUSEHAT Organization - Fasyankes),Referensi pada elemen PractitionerRole.organization harus mengarah ke resource resource Organization (ID SATUSEHAT Organization - Fasyankes).,10 Desember 2025,v2.0,,
10932,PractitionerRole.organization,Mandatory,Elemen PractitionerRole.organization wajib diisi.,10 Desember 2025,v2.0,,
10931,PractitionerRole.practitioner,Reference ke resource Practitioner (ID SATUSEHAT Practitioner),Referensi pada elemen PractitionerRole.practitioner harus mengarah ke resource resource Practitioner (ID SATUSEHAT Practitioner).,10 Desember 2025,v2.0,,
10931,PractitionerRole.practitioner,Mandatory,Elemen PractitionerRole.practitioner wajib diisi.,10 Desember 2025,v2.0,,
10934,PractitionerRole.specialty,http://snomed.info/sct,Nilai pada elemen PractitionerRole.specialty harus diisi menggunakan kode yang valid dari sistem terminologi http://snomed.info/sct.,10 Desember 2025,v2.0,,
10935,PractitionerRole.telecom.system,http://hl7.org/fhir/contact-point-system,Nilai pada elemen PractitionerRole.telecom.system harus sesuai dengan sistem http://hl7.org/fhir/contact-point-system.,10 Desember 2025,v2.0,,
10936,PractitionerRole.telecom.use,http://hl7.org/fhir/contact-point-use,Nilai pada elemen PractitionerRole.telecom.use harus sesuai dengan sistem http://hl7.org/fhir/contact-point-use.,10 Desember 2025,v2.0,,
10937,PractitionerRole.telecom.value,Tipe data string,Nilai pada elemen PractitionerRole.telecom.value harus berupa tipe data string.,10 Desember 2025,v2.0,,
10425,Procedure.basedOn,(CarePlan | ServiceRequest),Path Procedure.basedOn diisi dengan reference merujuk pada data (CarePlan | ServiceRequest) dengan nomor ID data terkait yang sudah dikirim sebelumnya,14 Maret 2024,v1.0,,
10016,Procedure.bodySite,http://snomed.info/sct,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Procedure.bodySite",14 Maret 2024,v1.0,,
10013,Procedure.category,http://snomed.info/sct,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Procedure.category",14 Maret 2024,v1.0,,
10013,Procedure.category,http://terminology.kemkes.go.id,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Procedure.category",10 Desember 2025,v2.0,,
10015,Procedure.code,http://hl7.org/fhir/sid/icd-9-cm,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Procedure.code",14 Maret 2024,v1.0,,
10015,Procedure.code,http://snomed.info/sct,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Procedure.code",14 Maret 2024,v1.0,,
10015,Procedure.code,http://terminology.kemkes.go.id/CodeSystem/clinical-term,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Procedure.code",14 Maret 2024,v1.0,,
10015,Procedure.code,http://terminology.kemkes.go.id,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Procedure.code ",10 Desember 2025,v2.0,,
10015,Procedure.code,http://terminology.kemkes.go.id/CodeSystem/kptl,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Procedure.code",10 Desember 2025,v2.0,,
10128,Procedure.encounter,not null,Data harus terisi (tidak boleh kosong),14 Maret 2024,v1.0,,
10442,Procedure.identifier,http://sys-ids.kemkes.go.id/procedure/{{org-id}} ,Data harus menggunakan codesystem http://sys-ids.kemkes.go.id/procedure/{{org-id}} dengan {{org-id}} adalah Organization ID faskes,14 Maret 2024,v1.0,,
10401,Procedure.performedPeriod.end,dateTime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:00,14 Maret 2024,v1.0,,
10400,Procedure.performedPeriod.start,dateTime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:00,14 Maret 2024,v1.0,,
10399,Procedure.performer,Practitioner,Path Procedure.performer diisi dengan reference merujuk pada data Practitioner dan {practitioner-ihs-number} adalah nomor ID tenaga kesehatan yang didapatkan dari Master Nakes Indeks.,14 Maret 2024,v1.0,,
10018,Procedure.reasonCode,http://hl7.org/fhir/sid/icd-10,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Procedure.reasonCode",14 Maret 2024,v1.0,,
10019,Procedure.status,http://hl7.org/fhir/event-status,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Procedure.status",14 Maret 2024,v1.0,,
10127,Procedure.subject,not null,Data harus terisi (tidak boleh kosong),14 Maret 2024,v1.0,,
10371,QuestionnaireResponse.author,(Device | Practitioner | PractitionerRole | Patient | RelatedPerson | Organization),Path QuestionnaireResponse.author wajib terisi dan merujuk pada resource (Device | Practitioner | PractitionerRole | Patient | RelatedPerson | Organization) yang sudah dikirim sebelumnya,14 Maret 2024,v1.0,,
10373,QuestionnaireResponse.authored ,datetime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:00,14 Maret 2024,v1.0,,
10378,QuestionnaireResponse.encounter ,Encounter,Path QuestionnaireResponse.encounter wajib terisi dengan Reference yang merujuk pada data Encounter dan {id-resource-Encounter} adalah nomor ID Encounter yang didapatkan dari server ketika melakukan POST data encounter,14 Maret 2024,v1.0,,
10665,QuestionnaireResponse.item.answer.valueCoding,http://terminology.kemkes.go.id/CodeSystem/clinical-term,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab QuestionnaireResponse.item.answer.valueCoding ",10 Desember 2025,v2.0,,
10665,QuestionnaireResponse.item.answer.valueCoding,http://terminology.hl7.org/CodeSystem/v3-ActCode,Nilai pada elemen QuestionnaireResponse.item.answer.valueCoding harus diisi menggunakan kode yang valid dari sistem terminologi http://terminology.hl7.org/CodeSystem/v3-ActCode.,10 Desember 2025,v2.0,,
10665,QuestionnaireResponse.item.answer.valueCoding,http://terminology.kemkes.go.id/CodeSystem/clinical-speciality,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab QuestionnaireResponse.item.answer.valueCoding",10 Desember 2025,v2.0,,
10283,QuestionnaireResponse.item.item.answer.valueCoding,"http://snomed.info/sct
http://loinc.org
http://sys-ids.kemkes.go.id/administrative-area
http://terminology.kemkes.go.id/CodeSystem/clinical-speciality
http://terminology.kemkes.go.id/CodeSystem/clinical-term
http://terminology.kemkes.go.id/Codesystem/kpsp
http://terminology.kemkes.go.id/CodeSystem/prev-tb-treatment
http://terminology.kemkes.go.id/CodeSystem/tb-anatomical
http://terminology.kemkes.go.id/CodeSystem/tb-case-definition
http://terminology.kemkes.go.id/CodeSystem/tb-outcome-class","Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab QuestionnaireResponse.item.item.answer.valueCoding",14 Maret 2024,v1.0,,
10863,QuestionnaireResponse.item.X.answer.item.X.answer.valueReference,Reference Any,Elemen QuestionnaireResponse.item.X.answer.item.X.answer.valueReference dapat mereferensikan resource FHIR yang valid.,10 Desember 2025,v2.0,,
10665,QuestionnaireResponse.item.X.answer.valueCoding,http://terminology.kemkes.go.id/CodeSystem/organization-type,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab QuestionnaireResponse.item.X.answer.valueCoding",10 Desember 2025,v2.0,,
10169,QuestionnaireResponse.questionnaire,"https://fhir.kemkes.go.id/Questionnaire/Q0006
https://fhir.kemkes.go.id/Questionnaire/Q0007
https://fhir.kemkes.go.id/Questionnaire/Q0008
https://fhir.kemkes.go.id/Questionnaire/Q0011",,14 Maret 2024,v1.0,,
10169,QuestionnaireResponse.questionnaire,https://fhir.kemkes.go.id/Questionnaire/Q0023,Nilai pada elemen QuestionnaireResponse.questionnaire harus sesuai dengan sistem https://fhir.kemkes.go.id/Questionnaire/Q0023.,10 Desember 2025,v2.0,,
10372,QuestionnaireResponse.source,(Patient | Practitioner | PractitionerRole | RelatedPerson),Path QuestionnaireResponse.source wajib diisi dan merujuk pada resource (Patient | Practitioner | PractitionerRole | RelatedPerson) yang sudah dikirim sebelumnya,14 Maret 2024,v1.0,,
10112,QuestionnaireResponse.status,http://hl7.org/fhir/ValueSet/questionnaire-answers-status,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab QuestionnaireResponse.status",14 Maret 2024,v1.0,,
10370,QuestionnaireResponse.subject,"""Patient/{patient-ihs-number}""",Path QuestionnaireResponse.subject wajib terisi dengan Reference yang merujuk pada data Patient dan {patient-ihs-number} adalah nomor ID Patient yang didapatkan dari Master Patient Index,14 Maret 2024,v1.0,,
10162,RelatedPerson.patient,not null,Data harus terisi (tidak boleh kosong),14 Maret 2024,v1.0,,
10711,RiskAssessment.code,http://snomed.info/sct,Nilai pada elemen RiskAssessment.code harus diisi menggunakan kode yang valid dari sistem terminologi http://snomed.info/sct.,10 Desember 2025,v2.0,,
10725,RiskAssessment.condition,Reference ke Condition,Referensi pada elemen RiskAssessment.condition harus mengarah ke resource Condition.,10 Desember 2025,v2.0,,
10727,RiskAssessment.encounter,Reference ke Encounter,Referensi pada elemen RiskAssessment.encounter harus mengarah ke resource Encounter.,10 Desember 2025,v2.0,,
10721,RiskAssessment.note.authorReference,Reference to Practitioner | Patient | Organization | RelatedPerson,Referensi pada elemen RiskAssessment.note.authorReference harus mengarah ke resource Practitioner | Patient | Organization | RelatedPerson.,10 Desember 2025,v2.0,,
10722,RiskAssessment.note.authorString,string,Nilai pada elemen RiskAssessment.note.authorString harus berupa tipe data string.,10 Desember 2025,v2.0,,
10724,RiskAssessment.note.text,string,Nilai pada elemen RiskAssessment.note.text harus berupa tipe data string.,10 Desember 2025,v2.0,,
10723,RiskAssessment.note.time,datetime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:10,10 Desember 2025,v2.0,,
10847,RiskAssessment.performer,Reference,Elemen RiskAssessment.performer dapat mereferensikan resource FHIR yang valid.,10 Desember 2025,v2.0,,
10728,RiskAssessment.practitioner,Reference ke Practitioner,Referensi pada elemen RiskAssessment.practitioner harus mengarah ke resource Practitioner.,10 Desember 2025,v2.0,,
10713,RiskAssessment.prediction.outcome,http://snomed.info/sct,Nilai pada elemen RiskAssessment.prediction.outcome harus diisi menggunakan kode yang valid dari sistem terminologi http://snomed.info/sct.,10 Desember 2025,v2.0,,
10714,RiskAssessment.prediction.probabilityDecimal,decimal,Nilai pada elemen RiskAssessment.prediction.probabilityDecimal harus berupa tipe data decimal.,10 Desember 2025,v2.0,,
10715,RiskAssessment.prediction.qualitativeRisk,http://terminology.hl7.org/CodeSystem/risk-probability,Nilai pada elemen RiskAssessment.prediction.qualitativeRisk harus diisi menggunakan kode yang valid dari sistem terminologi http://terminology.hl7.org/CodeSystem/risk-probability.,10 Desember 2025,v2.0,,
10716,RiskAssessment.prediction.relativeRisk,decimal,Nilai pada elemen RiskAssessment.prediction.relativeRisk harus berupa tipe data decimal.,10 Desember 2025,v2.0,,
10718,RiskAssessment.prediction.whenPeriod.end,datetime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:09,10 Desember 2025,v2.0,,
10717,RiskAssessment.prediction.whenPeriod.start,datetime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:08,10 Desember 2025,v2.0,,
10719,RiskAssessment.prediction.whenRange.high.value,decimal,Nilai pada elemen RiskAssessment.prediction.whenRange.high.value harus berupa tipe data decimal.,10 Desember 2025,v2.0,,
10720,RiskAssessment.prediction.whenRange.low.value,decimal,Nilai pada elemen RiskAssessment.prediction.whenRange.low.value harus berupa tipe data decimal.,10 Desember 2025,v2.0,,
10712,RiskAssessment.reasonReference,Reference ke Condition |,Referensi pada elemen RiskAssessment.reasonReference harus mengarah ke resource Condition |.,10 Desember 2025,v2.0,,
10710,RiskAssessment.status,http://hl7.org/fhir/observation-status,Nilai pada elemen RiskAssessment.status harus sesuai dengan sistem http://hl7.org/fhir/observation-status.,10 Desember 2025,v2.0,,
10726,RiskAssessment.subject,Reference ke Patient |,Referensi pada elemen RiskAssessment.subject harus mengarah ke resource Patient |.,10 Desember 2025,v2.0,,
10361,ServiceRequest.authoredOn,dateTime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:00,14 Maret 2024,v1.0,,
10059,ServiceRequest.bodySite,http://snomed.info/sct,Data harus menggunakan Kode dapat diisi dengan kode SNOMED-CT. Ruang lingkup kode SNOMED CT versi Desember 2022 yang dapat dipakai : Expression Constraint Language (ECL) Query : < 123037004 |Body structure (body structure)|,14 Maret 2024,v1.0,,
10462,ServiceRequest.category,http://terminology.kemkes.go.id,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab ServiceRequest.category",10 Desember 2025,v2.0,,
10060,ServiceRequest.code,http://hl7.org/fhir/sid/icd-9-cm,"Data harus menggunakan Kode ICD-9 CM untuk tindakan atau prosedur medis untuk keperluan klaim, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT sub-bab ServiceRequest.code",14 Maret 2024,v1.0,,
10060,ServiceRequest.code,http://loinc.org,Data harus menggunakan terminologi LOINC yang sesuai dengan use-case terkait. Akses playbook secara lengkap disini.,14 Maret 2024,v1.0,,
10060,ServiceRequest.code,http://snomed.info/sct,"Data harus menggunakan Kode dapat diisi dengan kode SNOMED-CT. Ruang lingkup kode SNOMED CT yang dapat dipakai :
Expression Constraint Language (ECL) Query : < 71388002 |Procedure (procedure)|",14 Maret 2024,v1.0,,
10060,ServiceRequest.code,http://terminology.kemkes.go.id/CodeSystem/examination,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab ServiceRequest.code",14 Maret 2024,v1.0,,
already exists,ServiceRequest.code,http://terminology.kemkes.go.id/CodeSystem/examination,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab ServiceRequest.code",14 Maret 2024,v1.0,,
10142,ServiceRequest.encounter,not null,Data harus terisi (tidak boleh kosong),14 Maret 2024,v1.0,,
10415,ServiceRequest.identifier,http://sys-ids.kemkes.go.id/servicerequest/{{organization-ihs-number}},Data harus menggunakan codesystem http://sys-ids.kemkes.go.id/servicerequest/{{organization-ihs-number}} dengan {{organization-ihs-number}} adalah Organization ID faskes,14 Maret 2024,v1.0,,
10415,ServiceRequest.identifier.system,http://sys-ids.kemkes.go.id/sitb/{{org-id}} ,Data harus menggunakan codesystem http://sys-ids.kemkes.go.id/sitb/{{org-id}}  dengan {{org-id}} adalah Organization ID faskes,14 Maret 2024,v1.0,,
10063,ServiceRequest.intent,http://hl7.org/fhir/request-intent,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab ServiceRequest.intent",14 Maret 2024,v1.0,,
10067,ServiceRequest.locationCode,http://terminology.hl7.org/CodeSystem/v3-RoleCode,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab ServiceRequest.locationCode",14 Maret 2024,v1.0,,
10431,ServiceRequest.locationReference,Location/{{location-id}},Path ServiceRequest.locationReference diisi dengan Reference merujuk pada data Location dengan Location/{{location-id}} adalah ID lokasi yang sudah dikirim sebelumnya,14 Maret 2024,v1.0,,
10360,ServiceRequest.occurrenceDateTime,dateTime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:00,14 Maret 2024,v1.0,,
10427,ServiceRequest.orderDetail,"http://dicom.nema.org/resources/ontology/DCM
http://sys-ids.kemkes.go.id/ae-title
http://snomed.info/sct","Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab ServiceRequest.orderDetail",14 Maret 2024,v1.0,,
10377,ServiceRequest.performer ,Practitioner/{practitioner-ihs-number},"Path ServiceRequest.performer  diisi dengan Reference merujuk pada data Practitioner dengan {practitioner-ihs-number} adalah ID Nakes organisasi induk yang didapatkan dari master Nakes indeks.
",14 Maret 2024,v1.0,,
10066,ServiceRequest.priority,http://hl7.org/fhir/request-priority,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab ServiceRequest.priority",14 Maret 2024,v1.0,,
10064,ServiceRequest.reasonCode,http://hl7.org/fhir/sid/icd-10,"Data harus menggunakan Kode dapat diisi dengan kode ICD-10 versi 2010, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT sub-bab ServiceRequest.reasonCode",14 Maret 2024,v1.0,,
10064,ServiceRequest.reasonCode,http://hl7.org/fhir/sid/icd-9-cm,"Data harus menggunakan Kode ICD-9 CM untuk tindakan atau prosedur medis untuk keperluan klaim, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT sub-bab ServiceRequest.reasonCode",14 Maret 2024,v1.0,,
10064,ServiceRequest.reasonCode.coding,http://snomed.info/sct,Nilai pada elemen ServiceRequest.reasonCode.coding harus diisi menggunakan kode yang valid dari sistem terminologi http://snomed.info/sct.,10 Desember 2025,v2.0,,
10376,ServiceRequest.requester ,Practitioner/{practitioner-ihs-number},"Path ServiceRequest.performer  diisi dengan Reference merujuk pada data Practitioner dengan {practitioner-ihs-number} adalah ID Nakes organisasi induk yang didapatkan dari master Nakes indeks.
",14 Maret 2024,v1.0,,
10065,ServiceRequest.status,http://hl7.org/fhir/request-status,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab ServiceRequest.status",14 Maret 2024,v1.0,,
10065,ServiceRequest.status,not null,Data harus terisi (tidak boleh kosong),14 Maret 2024,v1.0,,
10141,ServiceRequest.subject,not null,Data harus terisi (tidak boleh kosong),14 Maret 2024,v1.0,,
10680,Specimen.collection.bodySite,http://snomed.info/sct,Nilai pada elemen Specimen.collection.bodySite harus diisi menggunakan kode yang valid dari sistem terminologi http://snomed.info/sct.,10 Desember 2025,v2.0,,
10362,Specimen.collection.collectedDateTime,dateTime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:00,14 Maret 2024,v1.0,,
10396,Specimen.collection.collector,(Practitioner | PractitionerRole),Path Specimen.collection.collector diisi dengan reference yang merujuk pada resource (Practitioner | PractitionerRole) yang sudah dikirim sebelumnya,14 Maret 2024,v1.0,,
10363,Specimen.collection.fastingStatusCodeableConcept.coding,http://terminology.hl7.org/CodeSystem/v2-0916,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Specimen.collection.fastingStatusCodeableConcept",14 Maret 2024,v1.0,,
10068,Specimen.collection.method,http://snomed.info/sct,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Specimen.collection.method",14 Maret 2024,v1.0,,
10364,Specimen.collection.quantity.value,"data numerik, contoh: 1, 60,dst. tidak bisa (-)","Data input harus numerik dan tidak bisa diisi ""-""",14 Maret 2024,v1.0,,
10679,Specimen.container.type,http://snomed.info/sct,Nilai pada elemen Specimen.container.type harus diisi menggunakan kode yang valid dari sistem terminologi http://snomed.info/sct.,10 Desember 2025,v2.0,,
10367,Specimen.extension.valueDateTime,dateTime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:00,14 Maret 2024,v1.0,,
10395,Specimen.identifier.assigner ,Organization,Path Specimen.identifier.assigner diisi dengan reference yang merujuk pada data Organization dan {{org-id}} adalah Organization ID faskes,14 Maret 2024,v1.0,,
10414,Specimen.identifier.system,http://sys-ids.kemkes.go.id/sitb/{{org-id}} ,Data harus menggunakan codesystem http://sys-ids.kemkes.go.id/sitb/{{org-id}}  dengan {{org-id}} adalah Organization ID faskes,14 Maret 2024,v1.0,,
10365,Specimen.processing.timeDateTime,dateTime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:00,14 Maret 2024,v1.0,,
10366,Specimen.receivedTime,dateTime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:00,14 Maret 2024,v1.0,,
10440,Specimen.request,ServiceRequest,Path Specimen.request wajib dikirim dan merujuk pada resource ServiceRequest yang sudah dikirim sebelumnya,14 Maret 2024,v1.0,,
10069,Specimen.status,http://hl7.org/fhir/specimen-status,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Specimen.status",14 Maret 2024,v1.0,,
10143,Specimen.subject,not null,Data harus terisi (tidak boleh kosong),14 Maret 2024,v1.0,,
10070,Specimen.type,"http://terminology.kemkes.go.id/CodeSystem/clinical-term
http://snomed.info/sct","Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Specimen.type",14 Maret 2024,v1.0,,
10683,VisionPrescription.dateTime,dateTime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:06,10 Desember 2025,v2.0,,
10686,VisionPrescription.dateWritten,dateTime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:07,10 Desember 2025,v2.0,,
10685,VisionPrescription.encounter,Reference ke Encounter dan not null,Referensi pada elemen VisionPrescription.encounter harus mengarah ke resource Encounter dan not null.,10 Desember 2025,v2.0,,
10692,VisionPrescription.lensSpecification.axis,integer,Nilai pada elemen VisionPrescription.lensSpecification.axis harus berupa tipe data integer.,10 Desember 2025,v2.0,,
10691,VisionPrescription.lensSpecification.cylinder,decimal,Nilai pada elemen VisionPrescription.lensSpecification.cylinder harus berupa tipe data decimal.,10 Desember 2025,v2.0,,
10689,VisionPrescription.lensSpecification.eye,http://hl7.org/fhir/vision-eye-codes,Nilai pada elemen VisionPrescription.lensSpecification.eye harus sesuai dengan sistem http://hl7.org/fhir/vision-eye-codes.,10 Desember 2025,v2.0,,
10693,VisionPrescription.lensSpecification.prism.amount,decimal,Nilai pada elemen VisionPrescription.lensSpecification.prism.amount harus berupa tipe data decimal.,10 Desember 2025,v2.0,,
10694,VisionPrescription.lensSpecification.prism.base,http://hl7.org/fhir/vision-base-codes,Nilai pada elemen VisionPrescription.lensSpecification.prism.base harus sesuai dengan sistem http://hl7.org/fhir/vision-base-codes.,10 Desember 2025,v2.0,,
10688,VisionPrescription.lensSpecification.product,http://terminology.hl7.org/CodeSystem/ex-visionprescriptionproduct,Nilai pada elemen VisionPrescription.lensSpecification.product harus diisi menggunakan kode yang valid dari sistem terminologi http://terminology.hl7.org/CodeSystem/ex-visionprescriptionproduct.,10 Desember 2025,v2.0,,
10690,VisionPrescription.lensSpecification.sphere,decimal,Nilai pada elemen VisionPrescription.lensSpecification.sphere harus berupa tipe data decimal.,10 Desember 2025,v2.0,,
10684,VisionPrescription.patient,Reference ke Patient,Referensi pada elemen VisionPrescription.patient harus mengarah ke resource Patient.,10 Desember 2025,v2.0,,
10687,VisionPrescription.prescriber,Reference ke Practitioner,Referensi pada elemen VisionPrescription.prescriber harus mengarah ke resource Practitioner.,10 Desember 2025,v2.0,,
10682,VisionPrescription.status,http://hl7.org/fhir/fm-status,Nilai pada elemen VisionPrescription.status harus sesuai dengan sistem http://hl7.org/fhir/fm-status.,10 Desember 2025,v2.0,,
10615,Procedure.usedReference,Reference ke Medication,,10 Desember 2025,v2.0,,
